Match,Match-href,Home,Away,Score,Date/Time,element
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318066","Toulon","La Rochelle","26 - 20","KO: 30 Sep 2017 13:45","ToulonMinutes PlayedTacklesMissed TacklesTurnovers Won1. Florian Fresia 547002. Guilhem Guirado 6819013. Marcel Van der Merwe 634004. Swan Rebbadj 807105. Romain Taofifenua 805026. Juan Martin Fernandez Lobbe 527217. Facundo Isa 8010318. Samu Manoa 251029. Sebastien Tillous-Borde 5421010. Anthony Belleau 8052011. Chris Ashton 8040012. Luke McAlister 4982013. Mathieu Bastareaud 8032114. Josua Tuisova 8070415. Hugo Bonneval 8031016. Anthony Etrillard 1230017. Xavier Chiocci 2640018. Jocelino Suta 2870119. Raphael Lakafia 55100120. Francois Trinh-Duc 3131021. JP Pietersen 000022. Eric Escande 2692023. Emerick Setiano 17600"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318092","Brive","Stade Francais","20 - 19","KO: 05 Nov 2017 11:30","BriveMinutes PlayedTacklesMissed TacklesTurnovers Won1. Karlen Asieshvili 504002. Francois Da Ros 543113. Damien Jourdain 535004. Fabien Sanconnie 685105. Jan Uys 727006. Said Hireche 808007. Petrus Hauman 20008. Sisa Koyamaibole 8010119. Samuel Marques 7531010. Matthieu Ugalde 8032011. Benito Masilevu 8022012. Thomas Laranjeira 6030013. Arnaud Mignardi 8062014. Benjamin Lapeyre 7911115. Gaetan Germain 8022116. Thomas Acquier 2660017. Naama Leleimalefaga 3043018. Peet Marais 2031019. Julien Ledevedec 7872020. Florian Cazenave 512021. Felix Le Bourhis 2030022. Guillaume Namy 110023. Sila Puafisi 27300"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318045","Pau","Castres","28 - 13","KO: 16 Sep 2017 17:00","PauMinutes PlayedTacklesMissed TacklesTurnovers Won1. Thomas Domingo 513012. Laurent Bouchet 5911103. Malik Hamadache 766104. Dave Foley 407105. Julien Pierre 516006. Pierrick Gunther 807117. Sean Dougall 539018. Steffon Armitage 805109. Thibault Daubagna 5950110. Tom Taylor 8040011. Watisoni Votu 8022012. Jale Vatubua 7183013. Conrad Smith 80130214. Julien Fumat 4030015. Charly Malie 8041016. Quentin Lespiaucq 2110017. Jamie Mackintosh 2941018. Daniel Ramsay 2910019. Fabrice Metz 4060120. Baptiste Pesenti 2770021. Julien Tomas 2100022. Colin Slade 4070023. Lourens Adriaanse 4000"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318051","Agen","Pau","14 - 20","KO: 23 Sep 2017 17:00","AgenMinutes PlayedTacklesMissed TacklesTurnovers Won1. Morgan Phelipponneau 479002. Facundo Bosch 486013. Dave Ryan 5410004. Denis Marchois 809005. Mickael De Marco 6413016. Antoine Erbani 604007. Vincent Farre 808008. Akapusi Qera 807009. Paul Abadie 5000010. Ignacio Mieres 5040011. George Tilsley 8032012. Pierre Fouyssac 80150113. Julien Heriteau 8060014. Tamaz Mchedlidze 8072015. Loris Tolot 6940216. Paula Ngauamo 3232017. Giorgi Tetrashvili 3310018. Tom Murday 1620019. Antoine Miquel 2010020. Ricky Januarie 3021121. Jake McIntyre 3024122. Mathieu Lamoulie 1100023. Arthur Joly 26100"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318024","Montpellier","Oyonnax","37 - 6","KO: 02 Sep 2017 17:45","MontpellierMinutes PlayedTacklesMissed TacklesTurnovers Won1. Mikheil Nariashvili 603002. Bismarck Du Plessis 556023. Antoine Guillamon 604004. Jacques Du Plessis 583005. Paul Willemse 8010106. Wian Liebenberg 808007. Yacouba Camara 503108. Louis Picamoles 805109. Ruan Pienaar 7330010. Aaron Cruden 4041011. Gabriel Ngandebe 8040112. Francois Steyn 80100013. Alexandre Dumoulin 80100114. Timoci Nagusa 8030115. Henry Immelman 5900116. Romain Ruffenach 2540017. Yvan Watremez 2041018. Konstantin Mikautadze 2211019. Fulgence Ouedraogo 3030020. Enzo Sanga 701021. Yvan Reilhac 4040022. Benjamin Fall 2110023. Mohammed Haouas 20100"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318084","Lyon","Oyonnax","52 - 18","KO: 28 Oct 2017 17:00","LyonMinutes PlayedTacklesMissed TacklesTurnovers Won1. Albertus Buckle499102. Mickael Ivaldi5616003. Francisco Gomez Kodela5613414. Felix Lambey4812005. Hendrik Roodt8017106. Julien Puricelli6015107. Deon Fourie8015118. Virgile Bruni6812209. Baptiste Couilloud7430210. Lionel Beauxis8082111. Alexis Palisson8012012. Thibault Regard80103213. Theo Belan55110014. Toby Arnold8061115. Delon Armitage8040016. Virgile Lacombe2450017. Alexandre Menini3120018. Etienne Oosthuizen2220019. Dylan Cretin2000020. Jonathan Pelissie601021. Rudi Wulf2520022. Frederic Michalak1200023. Stephane Clement24301"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318037","Toulon","Toulouse","20 - 16","KO: 10 Sep 2017 15:50","ToulonMinutes PlayedTacklesMissed TacklesTurnovers Won1. Laurent DelBoulbes 417102. Anthony Etrillard 5510103. Marcel Van der Merwe 649004. Swan Rebbadj 8018225. Romain Taofifenua 558406. Jean Monribot 809417. Facundo Isa 808318. Samu Manoa 658209. Eric Escande 80103110. Anthony Belleau 8044011. Chris Ashton 8050012. Ma'a Nonu 7350013. Mathieu Bastareaud 8091114. Josua Tuisova 8032215. Hugo Bonneval 4901016. Guilhem Guirado 2570017. Florian Fresia 3960018. Jocelino Suta 600019. Mamuka Gorgodze 2541020. Francois Trinh-Duc 2101021. JP Pietersen 701022. Anthony Meric 000023. Emerick Setiano 15200"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318083","La Rochelle","Toulouse","37 - 21","KO: 29 Oct 2017 15:50","La RochelleMinutes PlayedTacklesMissed TacklesTurnovers Won1. Dany Priso 549002. Hikairo Forbes 547113. Uini Atonio 603104. Jason Eaton 809105. Jone Qovu Nailiko 576106. Levani Botia 807217. Kevin Gourdon 6812128. Victor Vito 808009. Alexis Bales 7661010. Jeremy Sinzelle 6060011. Kini Murimurivalu 8022012. Geoffrey Doumayrou 80110113. Paul Jordaan 8070014. Gabriel Lacroix 8030015. Vincent Rattez 7361016. Pierre Bourgarit 26102217. Mike Corbel 2652018. William Demotte 410019. Gregory Lamboley 1251020. Jean Victor Goillot 400021. Brock James 2040022. Steeve Barry 810023. Mohamed Boughanmi 20710"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318041","Agen","La Rochelle","15 - 20","KO: 16 Sep 2017 17:00","AgenMinutes PlayedTacklesMissed TacklesTurnovers Won1. Quentin Bethune 486102. Facundo Bosch 4810003. Dave Ryan 4511004. Denis Marchois 8019005. Leandro Cedaro 543006. Antoine Miquel 8014007. Vincent Farre 5420108. Antoine Erbani 8019119. Ricky Januarie 46101110. Jake McIntyre 4663011. George Tilsley 8070112. Tamaz Mchedlidze 8031113. Julien Heriteau 8092014. Filipo Nakosi 6851315. Loris Tolot 8071016. Paula Ngauamo 3252017. Giorgi Tetrashvili 3251018. Tom Murday 26100019. Akapusi Qera 2640020. Paul Abadie 3470121. Ignacio Mieres 3450022. Pierre Fouyssac 1220023. Arthur Joly 35800"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318021","Agen","Racing 92","23 - 19","KO: 02 Sep 2017 13:45","AgenMinutes PlayedTacklesMissed TacklesTurnovers Won1. Quentin Bethune568012. Facundo Bosch567103. Dave Ryan553204. Denis Marchois8011205. Mickael De Marco465006. Antoine Miquel805007. Vincent Farre674008. Antoine Erbani809009. Ricky Januarie6320110. Jake McIntyre7682011. George Tilsley7213012. Tamaz Mchedlidze8052013. Julien Heriteau8062014. Filipo Nakosi8070015. Florian Denos8020016. Loick Jammes2531017. Giorgi Tetrashvili2540018. Tom Murday3550019. Akapusi Qera1400020. Paul Abadie811021. Ignacio Mieres510022. Loris Tolot910123. Arthur Joly26300"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318025","Stade Francais","La Rochelle","35 - 24","KO: 02 Sep 2017 15:45","Stade FrancaisMinutes PlayedTacklesMissed TacklesTurnovers Won1. Zurabi Zhvania 572002. Maxime Gau 543003. Paul Alo-Emile 595204. Paul Gabrillagues 803005. Alexandre Flanquart 597106. Antoine Burban 475017. Willem Alberts 709508. Sergio Parisse 8011509. Charl McLeod 6510010. Jules Plisson 8040011. Tony Ensor 8011012. Jonathan Danty 7051013. Waisea Nayacalevu 7351014. Marvin O'Connor 8024015. Djibril Camara 600016. Craig Burden 2661017. Gurthro Steenkamp 2342118. Hugh Pyle 2141019. Sekou Macalou 3332020. Arthur Coville 1501021. Morne Steyn 1010022. Theo Millet 74102023. Lorenzo Cittadini 21300"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318054","La Rochelle","Oyonnax","57 - 12","KO: 23 Sep 2017 17:00","La RochelleMinutes PlayedTacklesMissed TacklesTurnovers Won1. Dany Priso 528002. Hikairo Forbes 614003. Mohamed Boughanmi 271004. Gregory Lamboley 8010005. Jone Qovu Nailiko 8013106. Jason Eaton 705107. Kevin Gourdon 526008. Afaesetiti Amosa 476009. Alexis Bales 5540010. Jeremy Sinzelle 8062011. Elliot Roudil 6730012. Kini Murimurivalu 8032013. Paul Jordaan 8090014. Steeve Barry 4781115. Vincent Rattez 8030016. Pierre Bourgarit 1900017. Vincent Pelo 2820018. William Demotte 2840019. Victor Vito 3350020. Jean Victor Goillot 1330021. Brock James 3311022. Pierre Aguillon 2581323. Uini Atonio 53510"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318067","Toulouse","Agen","30 - 10","KO: 30 Sep 2017 17:00","ToulouseMinutes PlayedTacklesMissed TacklesTurnovers Won1. Lucas Pointud 401002. David Roumieu 684003. Dorian Aldegheri 402004. Florian Verhaeghe 8011105. Joe Tekori 571016. Carl Axtens 8010207. Louis-Benoit Madaule 8011008. Gillian Galan 534019. Sebastien Bezy 8040010. Jean-Marc Doussain 3720011. Maxime Medard 8010012. Gael Fickou 8020113. Florian Fritz 6831014. Cheslin Kolbe 8010015. Thomas Ramos 6810016. Leonardo Ghiraldini 1230017. Danie Mienie 4030018. Piula Faasalele 2340219. François Cros 2750020. Jarrod Poi 1210021. Romain Ntamack 4320022. Sofiane Guitoune 1210023. Maks van Dyk 40110"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318063","Oyonnax","Bordeaux Begles","9 - 39","KO: 30 Sep 2017 17:00","OyonnaxMinutes PlayedTacklesMissed TacklesTurnovers Won1. Khatchik Vartanov6710002. Hikawera Elliot714003. Pietro Ceccarelli435004. Phoenix Battye8010115. Christian Njewel637006. Curtis Browning7110007. Patrick Sobela8015218. Vili Ma'afu334209. James Hall5540010. Ben Botica8043111. Dug Codjo80110112. Maxime Veau4252013. Matt Hopper80102114. Daniel Ikpefan8052015. Ulupano Seuteni6410016. Benjamin Geledan901017. Tommy Raynaud1311018. Geoffrey Fabbri1720019. Rory Grice47131220. Jeremy Gondrand2540121. Silvere Tian1610022. Bilel Taieb910023. Kevin Buys37500"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318046","Racing 92","Oyonnax","25 - 13","KO: 17 Sep 2017 11:30","Racing 92Minutes PlayedTacklesMissed TacklesTurnovers Won1. Viliamu Afatia 485012. Camille Chat 7612003. Census Johnston 487104. Leone Nakarawa 805015. Edwin Maka 584106. Wenceslas Lauret 7715017. Bernard Le Roux 8021118. Yannick Nyanga 807109. Maxime Machenaud 8052010. Dan Carter 4030111. Marc Andreu 8012012. Henry Chavancy 43110013. Virimi Vakatawa 8063114. Joe Rokocoko 8030015. Brice Dulin 8000016. Teddy Baubigny 410117. Vasil Kakovin 3250018. Manuel Carizza 2230019. Baptiste Chouzenoux 300020. Teddy Iribaren 000021. Remi Tales 4090022. Louis Dupichot 3711023. Luc Ducalcon 32300"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318075","Oyonnax","Pau","16 - 19","KO: 07 Oct 2017 17:45","OyonnaxMinutes PlayedTacklesMissed TacklesTurnovers Won1. Tommy Raynaud 494202. Quentin MacDonald 603203. Hoani Tui 675004. Phoenix Battye 8013105. Steven Sykes 714116. Patrick Sobela 407117. Valentin Ursache 8013018. Rory Grice 805209. Jeremy Gondrand 7350010. Ben Botica 8031011. Dug Codjo 8050012. Roimata Hansell-Pune 6561013. Matt Hopper 8092014. Daniel Ikpefan 8040015. Silvere Tian 8020016. Hikawera Elliot 2040017. Khatchik Vartanov 3182018. Geoffrey Fabbri 910019. Bilel Taieb 4061020. James Hall 700021. Mitch Inman 1510022. Axel Muler 000023. Kevin Buys 13100"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318086","Racing 92","Bordeaux Begles","29 - 13","KO: 28 Oct 2017 17:00","Racing 92Minutes PlayedTacklesMissed TacklesTurnovers Won1. Viliamu Afatia 425002. Dimitri Szarzewski 429323. Census Johnston 201004. Leone Nakarawa 806205. Edwin Maka 713116. Wenceslas Lauret 8010217. Baptiste Chouzenoux 809208. Antonie Claassen 712209. Maxime Machenaud 5460010. Rémi Tales 79142111. Virimi Vakatawa 2900012. Anthony Tuitavake 7592013. Henry Chavancy 8082114. Teddy Thomas 8010015. Brice Dulin 8032016. Camille Chat 3841017. Vasil Kakovin 3820018. Manuel Carizza 300019. Yannick Nyanga 900020. Teddy Iribaren 2421121. Pat Lambie 100022. Joe Rokocoko 510023. Cedate Gomes Sa 60700"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318035","Oyonnax","Agen","12 - 10","KO: 09 Sep 2017 17:00","OyonnaxMinutes PlayedTacklesMissed TacklesTurnovers Won1. Khatchik Vartanov 405102. Quentin MacDonald 449013. Pietro Ceccarelli 514104. Geoffrey Fabbri 466005. Phoenix Battye 807006. Vili Ma'afu 6712017. Valentin Ursache 4410008. Rory Grice 809009. Jeremy Gondrand 4971010. Ben Botica 8030011. Dug Codjo 8051112. Matt Hopper 7860013. Mitch Inman 8040014. Daniel Ikpefan 8021015. Quentin Etienne Lecoq 8033016. Hikawera Elliot 3630017. Vincent Debaty 4000018. Christian Njewel 3620019. Patrick Sobela 3420120. James Hall 3110021. Ulupano Seuteni 200022. Curtis Browning 1300023. Hoani Tui 29100"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318012","Brive","La Rochelle","10 - 19","KO: 26 Aug 2017 17:00","BriveMinutes PlayedTriesMetresCarriesDefenders BeatenClean BreaksPassesOffloadsTurnovers ConcededTry AssistsPoints1. Vivien Devisme 4000000001002. Francois Da Ros 4800000001003. Sila Puafisi 5000300101004. Johan Snyman 6100200000005. Damien Lagrange 8006500100006. Said Hireche 8008410301007. Petrus Hauman 5201200000008. Sisa Koyamaibole 730332200962009. Samuel Marques 8003392147110510. Nicolas Bezy 530680011020011. Alfi Mafi 5805310412140012. Seremaia Burotu 800195102210013. Arnaud Mignardi 53056005110014. Takudzwa Ngwenya 800324213000015. Benjamin Lapeyre 700554211140016. Thomas Acquier 29001000000017. Karlen Asieshvili 40143000000518. Dominiko Waqaniburotu 19012000000019. Poutasi Luafutu 28024000000020. Florian Cazenave 220196109020021. Matthieu Ugalde 27011100010022. Thomas Laranjeira 270163002010023. Soso Bekoshvili 300240020000"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318043","Lyon","Bordeaux Begles","49 - 14","KO: 16 Sep 2017 17:00","LyonMinutes PlayedTacklesMissed TacklesTurnovers Won1. Albertus Buckle 558112. Mickael Ivaldi 5914103. Francisco Gomez Kodela 6515204. Felix Lambey 5513215. Hendrik Roodt 456306. Julien Puricelli 8013017. Liam Gill 809008. Carl Fearns 6910109. Baptiste Couilloud 6120010. Lionel Beauxis 8041011. Alexis Palisson 7021012. Thibault Regard 8051113. Theo Belan 8050014. Toby Arnold 8030015. Jean-Marcellin Buttin 8021016. Deon Fourie 2101017. Stephane Clement 2500018. Etienne Oosthuizen 3520019. Josh Bekhuis 2520020. Frederic Michalak 1900021. Taiasina Tuifua 1100022. Mike Harris 1000023. Clement Ric 15000"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318056","Stade Francais","Toulon","15 - 19","KO: 24 Sep 2017 15:50","Stade FrancaisMinutes PlayedTacklesMissed TacklesTurnovers Won1. Siegfried Fisi'ihoi 613102. Remy Bonfils 8012003. Paul Alo-Emile 618224. Paul Gabrillagues 8014005. Alexandre Flanquart 697216. Antoine Burban 525007. Willem Alberts 8010208. Sergio Parisse 743009. Charl McLeod 8032010. Morne Steyn 8031011. Marvin O'Connor 8061012. Shane Geraghty 8042013. Waisea Nayacalevu 8081114. Julien Arias 8021015. Tony Ensor 8031016. Zurabi Zhvania 600017. Gurthro Steenkamp 1910018. Hugh Pyle 1130019. Sekou Macalou 2852020. Arthur Coville 000021. Jules Plisson 000022. Jimmy Yobo 000023. Lorenzo Cittadini 19500"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318091","Agen","Toulon","26 - 24","KO: 04 Nov 2017 19:45","AgenMinutes PlayedTacklesMissed TacklesTurnovers Won1. Quentin Bethune 5112102. Facundo Bosch 6717203. Dave Ryan 538004. Denis Marchois 806105. Corentin Braendlin 516006. Yoan Tanga 8012007. Antoine Erbani 8011118. Akapusi Qera 675209. Ricky Januarie 8030010. Jake McIntyre 8041011. Filipo Nakosi 6131112. Pierre Fouyssac 70111113. Julien Heriteau 6743114. George Tilsley 8031115. Mathieu Lamoulie 8021016. Paula Ngauamo 1310017. Kamaliele Tufele 2950018. Tom Murday 2950019. Antoine Miquel 1320020. Hugo Verdu 1000021. Johann Sadie 1300022. Clement Laporte 1900023. Arthur Joly 27600"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318032","Brive","Racing 92","6 - 25","KO: 09 Sep 2017 17:00","BriveMinutes PlayedTacklesMissed TacklesTurnovers Won1. Karlen Asieshvili 547112. Mike Tadjer 402003. Sila Puafisi 543004. Johan Snyman 808105. Sisa Koyamaibole 809006. Petrus Hauman 8015107. Poutasi Luafutu 677018. Etienne Herjean 551209. Samuel Marques 6221010. Matthieu Ugalde 6232011. Takudzwa Ngwenya 8061012. Thomas Laranjeira 8081013. Arnaud Mignardi 8041014. Guillaume Namy 8041015. Gaetan Germain 5110016. Francois Da Ros 40101017. Julien Brugnaut 2630018. Damien Lagrange 1310019. Said Hireche 2570020. Vasil Lobzhanidze 1821021. Nicolas Bezy 1630022. Benjamin Lapeyre 2910023. Damien Jourdain 26200"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318027","Clermont Auvergne","Toulon","21 - 16","KO: 03 Sep 2017 15:50","Clermont AuvergneMinutes PlayedTacklesMissed TacklesTurnovers Won1. Etienne Falgoux 402012. Benjamin Kayser 595103. Davit Zirakashvili 594104. Paul Jedrasiak 737115. Sitaleki Timani 809116. Viktor Kolelishvili 599017. Judicael Cancoriet 8014018. Damien Chouly 8013119. Greig Laidlaw 8052010. Camille Lopez 8032111. Remy Grosso 8042112. Remi Lamerat 8071013. Damian Penaud 7330014. Alivereti Raka 8040215. Nick Abendanon 8040116. John Ulugia 2122017. Raphael Chaume 4070018. Maxence Barjaud 730019. Peceli Yato 1140020. Charlie Cassang 000021. Patricio Fernandez 000022. Aurelien Rougerie 710023. Rabah Slimani 21310"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318077","Toulouse","Clermont Auvergne","28 - 18","KO: 08 Oct 2017 20:00","ToulouseMinutes PlayedTacklesMissed TacklesTurnovers Won1. Lucas Pointud 703302. Leonardo Ghiraldini 6311203. Dorian Aldegheri 480204. Yoann Maestri 8011105. Joe Tekori 684116. Carl Axtens 598307. Louis-Benoit Madaule 8016208. Talalelei Gray 808219. Antoine Dupont 8091010. Zack Holmes 67104011. Yoann Huget 8034112. Gael Fickou 8071013. Florian Fritz 7081014. Cheslin Kolbe 5941015. Thomas Ramos 8040016. Julien Marchand 1740017. Danie Mienie 1010018. Piula Faasalele 1242119. Florian Verhaeghe 2160020. Sebastien Bezy 1310021. Jarrod Poi 000022. Maxime Medard 2110123. Maks van Dyk 32510"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318036","Pau","Lyon","30 - 14","KO: 10 Sep 2017 11:30","PauMinutes PlayedTacklesMissed TacklesTurnovers Won1. Thomas Domingo 501012. Quentin Lespiaucq 457303. Malik Hamadache 603004. Dave Foley 502005. Daniel Ramsay 502006. Pierrick Gunther 608017. Sean Dougall 808008. Steffon Armitage 807139. Thibault Daubagna 6930010. Tom Taylor 8072111. Watisoni Votu 6410012. Jale Vatubua 8031113. Conrad Smith 8053014. Julien Fumat 8030015. Charly Malie 7900016. Laurent Bouchet 3560017. Jamie Mackintosh 3031018. Julien Pierre 3030019. Fabrice Metz 3070020. Baptiste Pesenti 2020021. Julien Tomas 1101022. Colin Slade 1720023. Lourens Adriaanse 20500"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318093","Lyon","La Rochelle","15 - 19","KO: 04 Nov 2017 17:30","LyonMinutes PlayedTacklesMissed TacklesTurnovers Won1. Alexandre Menini464112. Mickael Ivaldi6514023. Francisco Gomez Kodela737004. Etienne Oosthuizen5911115. Hendrik Roodt529306. Dylan Cretin803107. Liam Gill807108. Virgile Bruni806019. Baptiste Couilloud7161110. Frederic Michalak8052111. Alexis Palisson8030012. Rudi Wulf8050113. Theo Belan8010014. Toby Arnold8020215. Jean-Marcellin Buttin8020016. Virgile Lacombe1500017. Albertus Buckle3420018. Francois van der Merwe2811019. Josh Bekhuis2110020. Jonathan Pelissie900021. Deon Fourie000022. Mike Harris000023. Stephane Clement7000"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318097","Toulouse","Bordeaux Begles","38 - 37","KO: 04 Nov 2017 13:45","ToulouseMinutes PlayedTacklesMissed TacklesTurnovers Won1. Lucas Pointud 8012212. Julien Marchand 559003. Dorian Aldegheri 406114. Florian Verhaeghe 8015205. Yoann Maestri 5510206. Carl Axtens 7116207. Talalelei Gray 8012118. Gillian Galan 557009. Sébastien Bézy 8060110. Zack Holmes 80112011. Sofiane Guitoune 8011012. Gael Fickou 8070013. Yann David 3641014. Cheslin Kolbe 8090115. Thomas Ramos 8011016. Leonardo Ghiraldini 2540017. Clement Castets 40120018. Joe Tekori 2521019. Louis-Benoit Madaule 2560120. François Cros 920121. Florian Fritz 4421022. Wandie Mjekevu 000023. Maks van Dyk 0000"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318022","Castres","Bordeaux Begles","33 - 19","KO: 02 Sep 2017 17:45","CastresMinutes PlayedTacklesMissed TacklesTurnovers Won1. Antoine Tichit 726002. Marc-Antoine Rallier 206003. Damien Tussac 634104. Loic Jacquet 808015. Rodrigo Capo Ortega 755106. Yannick Caballero 808307. Mathieu Babillot 519128. Maama Vaipulu 515119. Rory Kockott 6950210. Benjamin Urdapilleta 8091011. David Smith 8031012. Robert Ebersohn 8084013. Afusipa Taumoepeau 7230014. Armand Batlle 8010115. Julien Dumora 8031116. Jody Jenneker 6070017. Tudor Stroe 810018. Christophe Samson 500019. Alex Tulou 2911020. Anthony Jelonch 2930021. Ludovic Radosavljevic 1120022. Thomas Combezou 800023. Daniel Kotze 17100"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318062","Montpellier","Brive","54 - 10","KO: 01 Oct 2017 11:30","MontpellierMinutes PlayedTacklesMissed TacklesTurnovers Won1. Mikheil Nariashvili 589102. Bismarck Du Plessis 5811103. Davit Kubriashvili 5712104. Jacques Du Plessis 677105. Nicolaas Janse van Rensburg 8015006. Julien Bardy 488007. Yacouba Camara 8010018. Kelian Galletier 7110109. Ruan Pienaar 5761010. Aaron Cruden 8071011. Nemani Nadolo 8010112. Francois Steyn 80101013. Alexandre Dumoulin 8061014. Joffrey Michel 8042115. Jesse Mogg 5910016. Charles Geli 2210017. Yvan Watremez 2230018. Julien Delannoy 1330019. Fulgence Ouedraogo 3250020. Martin Devergie 900021. Enzo Sanga 2300022. Henry Immelman 2100023. Mohammed Haouas 23300"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318053","Brive","Toulouse","19 - 22","KO: 23 Sep 2017 19:45","BriveMinutes PlayedTacklesMissed TacklesTurnovers Won1. Karlen Asieshvili476002. Francois Da Ros545223. Sila Puafisi547304. Julien Ledevedec707015. Johan Snyman804106. Said Hireche809107. Dominiko Waqaniburotu514108. Poutasi Luafutu808109. Samuel Marques6983010. Nicolas Bezy2222011. Guillaume Namy6430012. Felix Le Bourhis8051013. Arnaud Mignardi8081014. Takudzwa Ngwenya8010015. Benjamin Lapeyre8011016. Mike Tadjer2611017. Naama Leleimalefaga3340018. Peet Marais2940019. Etienne Herjean1001020. Vasil Lobzhanidze1110121. Matthieu Ugalde5825022. Nadir Megdoud1620023. Damien Jourdain26200"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318033","Castres","Montpellier","17 - 22","KO: 09 Sep 2017 19:45","CastresMinutes PlayedTacklesMissed TacklesTurnovers Won1. Antoine Tichit 725002. Jody Jenneker 615203. Daniel Kotze 503004. Loic Jacquet 6610005. Rodrigo Capo Ortega 804016. Anthony Jelonch 806207. Mathieu Babillot 8017118. Alex Tulou 506109. Rory Kockott 7121110. Benjamin Urdapilleta 8062011. David Smith 8021012. Robert Ebersohn 6152013. Thomas Combezou 8032014. Julien Caminati 8042115. Julien Dumora 7341116. Kevin Firmin 1910017. Tudor Stroe 810018. Christophe Samson 1401019. Maama Vaipulu 3052120. Ludovic Radosavljevic 910021. Afusipa Taumoepeau 1940022. Armand Batlle 700023. Damien Tussac 30100"
