Match,Match-href,Home,Away,Score,Date/Time,element
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318086","Racing 92","Bordeaux Begles","29 - 13","KO: 28 Oct 2017 17:00","Bordeaux BeglesMinutes PlayedTacklesMissed TacklesTurnovers Won1. Jefferson Poirot 568302. Clement Maynadier 548103. Vadim Cobilas 544304. Johan Aliouat 5910115. Cyril Cazeaux 809106. Mahamadou Diaby 7922027. Hugh Chalmers 809108. Marco Tauleigne 6411109. Baptiste Serin 71102010. Simon Hickey 6193011. Fa'asiu Fuatai 8082112. Metuisela Talebula 6431113. Jean-Baptiste Dubie 7192014. Nans Ducuing 8041115. Matthieu Jalibert 8073016. Adrien Pelissie 2621017. Sebastien Taofifenua 2020018. Pierre Gayraud 2141019. Leroy Houston 1612020. Gauthier Doubrere 900021. Apisai Naqalevu 1602022. Jean Pascal Barraque 1911023. Marc Clerc 26200"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318017","Toulon","Pau","41 - 14","KO: 27 Aug 2017 16:00","PauMinutes PlayedTacklesMissed TacklesTurnovers Won1. Thomas Domingo 405102. Quentin Lespiaucq 555303. Sylvain Charlet 405004. Dave Foley 477305. Daniel Ramsay 808206. Pierrick Gunther 408207. Steffon Armitage 8011018. Baptiste Pesenti 809309. Julien Tomas 6042010. Colin Slade 80114011. Frank Halai 6061012. Florian Nicot 5752013. Conrad Smith 8070014. Bastien Pourailly 8030015. Charly Malie 8010116. Laurent Bouchet 2550117. Jamie Mackintosh 4021018. Julien Pierre 3311019. Ben Mowen 4030120. Thibault Daubagna 2001021. Tom Taylor 2302022. Julien Fumat 2010023. Malik Hamadache 40511"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318066","Toulon","La Rochelle","26 - 20","KO: 30 Sep 2017 13:45","La RochelleMinutes PlayedTacklesMissed TacklesTurnovers Won1. Dany Priso 448012. Hikairo Forbes 5512203. Uini Atonio 476104. Jason Eaton 807205. William Demotte 447006. Levani Botia 5712027. Zeno Kieft 7014008. Victor Vito 8014019. Jean Victor Goillot 5231010. Brock James 8055011. Vincent Rattez 7060012. Geoffrey Doumayrou 6551013. Paul Jordaan 8062014. Gabriel Lacroix 8050015. Kini Murimurivalu 4910016. Jeremie Maurouard 2510017. Mike Corbel 3670018. Jone Qovu Nailiko 3650019. Romain Sazy 2370120. Alexis Bales 2830021. Steeve Barry 1510022. Jeremy Sinzelle 3120023. Vincent Pelo 23310"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318091","Agen","Toulon","26 - 24","KO: 04 Nov 2017 19:45","ToulonMinutes PlayedTacklesMissed TacklesTurnovers Won1. Florian Fresia 5111112. Anthony Etrillard 7016003. Marcel Van der Merwe 518204. Mamuka Gorgodze 5112015. Juandre Kruger 6713016. Samu Manoa 807007. Raphael Lakafia 8018008. Duane Vermeulen 808019. Anthony Meric 5551110. Luke McAlister 5100011. Semi Radradra 8022012. Ma'a Nonu 8050013. Malakai Fekitoa 8030014. Josua Tuisova 8010115. Chris Ashton 8001016. Bastien Soury 1010017. Xavier Chiocci 2930018. Romain Taofifenua 2930019. Juan Martin Fernandez Lobbe 1320020. Louis Carbonel 2900021. JP Pietersen 000022. Alby Mathewson 2510023. Levan Chilachava 28000"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318085","Pau","Montpellier","16 - 22","KO: 28 Oct 2017 17:00","MontpellierMinutes PlayedTacklesMissed TacklesTurnovers Won1. Yvan Watremez 463002. Romain Ruffenach 809013. Antoine Guillamon 555104. Jacques Du Plessis 658035. Nicolaas Janse van Rensburg 8010006. Wian Liebenberg 6913107. Julien Bardy 231008. Louis Picamoles 809019. Enzo Sanga 8022010. Benoit Paillaugue 6891011. Nemani Nadolo 8031212. Francois Steyn 8091113. Joseph Tomane 8041014. Benjamin Fall 4041115. Timoci Nagusa 8020016. Charles Geli 000017. Mikheil Nariashvili 3480118. Konstantin Mikautadze 1400019. Kelian Galletier 57112020. Thomas Darmon 1230021. Julien Delannoy 1110022. Joffrey Michel 4020123. Davit Kubriashvili 25200"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318063","Oyonnax","Bordeaux Begles","9 - 39","KO: 30 Sep 2017 17:00","Bordeaux BeglesMinutes PlayedTacklesMissed TacklesTurnovers Won1. Sebastien Taofifenua 516002. Adrien Pelissie 5110103. Vadim Cobilas 616104. Jandré Marais 715105. Cyril Cazeaux 8014016. Mahamadou Diaby 8015017. Loann Goujon 8013208. Marco Tauleigne 428129. Yann Lesgourgues 5110010. Simon Hickey 8061011. Neville Edwards 8032012. Apisai Naqalevu 73101013. Jayden Spence 8071114. Nans Ducuing 6130015. Matthieu Jalibert 8011016. Clement Maynadier 2960017. Jefferson Poirot 2960118. Pierre Gayraud 940019. Leroy Houston 3881020. Baptiste Serin 2950221. Pablo Uberti 700022. Jean Pascal Barraque 1910023. Peni Ravai 19310"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318072","Bordeaux Begles","Toulon","30 - 27","KO: 07 Oct 2017 15:45","ToulonMinutes PlayedTacklesMissed TacklesTurnovers Won1. Xavier Chiocci 406002. Anthony Etrillard 6214303. Emerick Setiano 101004. Juandre Kruger 724005. Romain Taofifenua 753006. Jean Monribot 675007. Mamuka Gorgodze 696228. Raphael Lakafia 8016309. Sebastien Tillous-Borde 6242110. Francois Trinh-Duc 8031011. Semi Radradra 8022012. Anthony Belleau 8071013. Mathieu Bastareaud 8052014. Josua Tuisova 8042115. Edoardo Padovani 4800016. Guilhem Guirado 1810017. Laurent DelBoulbes 4051018. Swan Rebbadj 1321019. Rudy Gahetau 1321020. Luke McAlister 000021. JP Pietersen 3200022. Eric Escande 1810023. Levan Chilachava 70501"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318097","Toulouse","Bordeaux Begles","38 - 37","KO: 04 Nov 2017 13:45","Bordeaux BeglesMinutes PlayedTacklesMissed TacklesTurnovers Won1. Peni Ravai638122. Adrien Pelissie632103. Vadim Cobilas637004. Jandré Marais776125. Cyril Cazeaux718016. Luke Jones805007. Cameron Woki807028. Leroy Houston494009. Yann Lesgourgues8010010. Matthieu Jalibert8042011. Blair Connor7222012. Metuisela Talebula8041013. Jean-Baptiste Dubie8071114. Fa'asiu Fuatai6531115. Jean Pascal Barraque8021116. Ole Avei1700017. Thierry Paiva1700018. Johan Aliouat1210019. Alexandre Roumat3140120. Jules Gimbert000021. Tiaan Schoeman000022. Geoffrey Cros1510023. Marc Clerc17000"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318057","Clermont Auvergne","Racing 92","23 - 21","KO: 23 Sep 2017 13:45","Racing 92Minutes PlayedTacklesMissed TacklesTurnovers Won1. Viliamu Afatia 545202. Dimitri Szarzewski 548103. Luc Ducalcon 541004. Boris Palu 807115. Manuel Carizza 806006. Baptiste Chouzenoux 806007. Bernard Le Roux 658228. Leone Nakarawa 737219. Teddy Iribaren 5431010. Remi Tales 7045011. Joe Rokocoko 8010112. Henry Chavancy 8080013. Virimi Vakatawa 8021114. Teddy Thomas 8031015. Juan Imhoff 6912016. Camille Chat 2630017. Vasil Kakovin 2600018. So'otala Fa'aso'o 700019. Wenceslas Lauret 1500020. Maxime Machenaud 3610121. Albert Vulivuli 000022. Louis Dupichot 100023. Cedate Gomes Sa 26000"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318067","Toulouse","Agen","30 - 10","KO: 30 Sep 2017 17:00","AgenMinutes PlayedTacklesMissed TacklesTurnovers Won1. Giorgi Tetrashvili 418102. Paula Ngauamo 528103. Vakhtangi Akhobadze 7110104. Corentin Braendlin 418005. Mickael De Marco 808106. Yoan Tanga 8014207. Leo Ghirard 8020108. Antoine Miquel 557209. Paul Abadie 4453010. Ignacio Mieres 5560011. Filipo Nakosi 6920112. Mathieu Lamoulie 80113013. Johann Sadie 80131014. Clement Laporte 8070015. Florian Denos 8010016. Clement Martinez 2871017. Quentin Bethune 3981018. Denis Marchois 39100019. Marco Kotze 2541120. Lucas Rubio 3644021. Alban Conduche 2570022. Vilikisa Salawa 1110023. Kamaliele Tufele 9200"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318021","Agen","Racing 92","23 - 19","KO: 02 Sep 2017 13:45","Racing 92Minutes PlayedTacklesMissed TacklesTurnovers Won1. Vasil Kakovin 463002. Dimitri Szarzewski 465303. Cedate Gomes Sa 323004. Boris Palu 656105. Leone Nakarawa 808216. Wenceslas Lauret 8018107. Baptiste Chouzenoux 152008. Yannick Nyanga 804209. Teddy Iribaren 5870110. Dan Carter 8062011. Juan Imhoff 8041112. Anthony Tuitavake 3800013. Henry Chavancy 80153214. Teddy Thomas 8052115. Brice Dulin 8042116. Camille Chat 3530017. Eddy Ben Arous 3571018. Edwin Maka 1650019. Bernard Le Roux 6662120. Maxime Machenaud 2321021. Remi Tales 000022. Joe Rokocoko 000023. Georges-Henri Colombe 49421"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318033","Castres","Montpellier","17 - 22","KO: 09 Sep 2017 19:45","MontpellierMinutes PlayedTacklesMissed TacklesTurnovers Won1. Gregory Fichten 442102. Charles Geli 443003. Antoine Guillamon 798314. Konstantin Mikautadze 663005. Nicolaas Janse van Rensburg 808306. Julien Bardy 627007. Yacouba Camara 805008. Louis Picamoles 805229. Ruan Pienaar 8030010. Thomas Darmon 4430011. Nemani Nadolo 8021012. Joseph Tomane 8053113. Alexandre Dumoulin 7150014. Benjamin Fall 8024115. Henry Immelman 8040016. Bismarck Du Plessis 3610117. Mikheil Nariashvili 3640018. Julien Delannoy 1400019. Fulgence Ouedraogo 1860020. Enzo Sanga 000021. Francois Steyn 3620022. Joffrey Michel 900023. Mohammed Haouas 1000"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318054","La Rochelle","Oyonnax","57 - 12","KO: 23 Sep 2017 17:00","OyonnaxMinutes PlayedTacklesMissed TacklesTurnovers Won1. Vincent Debaty 403202. Benjamin Geledan 506113. Pietro Ceccarelli 685104. Geoffrey Fabbri 8011105. Steven Sykes 595116. Bilel Taieb 8016407. Valentin Ursache 284118. Vili Ma'afu 8010319. James Hall 8033010. Christopher Ruiz 5292011. Axel Muler 5861012. Maxime Veau 8041013. Vincent Lasmarrigues 4030014. Daniel Ikpefan 8041015. Quentin Etienne Lecoq 8010016. Quentin MacDonald 3010017. Tommy Raynaud 4020018. Christian Njewel 2110019. Luc Barba 5211020. Jeremy Gondrand 2811021. Matt Hopper 4011022. Jose Lima 2200023. Kevin Buys 12100"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318094","Montpellier","Clermont Auvergne","28 - 24","KO: 05 Nov 2017 15:50","Clermont AuvergneMinutes PlayedTacklesMissed TacklesTurnovers Won1. Etienne Falgoux 6710102. John Ulugia 545003. Davit Zirakashvili 404104. Flip van der Merwe 788305. Sitaleki Timani 807106. Camille Gerondeau 8012007. Viktor Kolelishvili 707108. Fritz Lee 7813109. Charly Trussardi 8051010. Patricio Fernandez 7431111. Peter Betham 8031012. Atila Septar 7255113. Aurelien Rougerie 8082014. Nick Abendanon 8062115. Isaia Toeava 8010016. Yohan Beheregaray 2650017. Loni Uhila 1320018. Maxence Barjaud 210019. Julien Ruaud 210020. Dorian Lavernhe 620021. Setariki Tuicuvu 800022. Maxence Lemardelet 000023. Aaron Jarvis 40300"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318046","Racing 92","Oyonnax","25 - 13","KO: 17 Sep 2017 11:30","OyonnaxMinutes PlayedTacklesMissed TacklesTurnovers Won1. Vincent Debaty 401102. Quentin MacDonald 6114023. Hoani Tui 618124. Phoenix Battye 7014005. Christian Njewel 546106. Patrick Sobela 8015007. Luc Barba 306018. Curtis Browning 547009. James Hall 8070110. Ben Botica 7662011. Tim Giresse 8063112. Roimata Hansell-Pune 4072013. Vincent Lasmarrigues 8053014. Axel Muler 8072015. Quentin Etienne Lecoq 8032016. Benjamin Geledan 1940117. Khatchik Vartanov 4051118. Geoffrey Fabbri 3650019. Bilel Taieb 4080020. Jeremy Gondrand 410021. Maxime Veau 40140122. Rory Grice 2661023. Pietro Ceccarelli 19310"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318052","Bordeaux Begles","Montpellier","47 - 17","KO: 23 Sep 2017 17:00","MontpellierMinutes PlayedTacklesMissed TacklesTurnovers Won1. Gregory Fichten352102. Romain Ruffenach706103. Davit Kubriashvili533104. Jacques Du Plessis8011215. Julien Delannoy492006. Fulgence Ouedraogo5111117. Yacouba Camara462008. Wian Liebenberg809109. Enzo Sanga4930010. Aaron Cruden8061011. Joseph Tomane6912012. Alexandre Dumoulin8053013. Henry Immelman7561014. Timoci Nagusa8010015. Benjamin Fall8060016. Charles Geli1010017. Yvan Watremez4541118. Konstantin Mikautadze1500119. Julien Bardy3440020. Ruan Pienaar3150021. Thomas Darmon500022. Joffrey Michel1100023. Mohammed Haouas27500"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318082","Clermont Auvergne","Stade Francais","33 - 10","KO: 28 Oct 2017 19:45","Stade FrancaisMinutes PlayedTacklesMissed TacklesTurnovers Won1. Gurthro Steenkamp 365102. Remy Bonfils 5313113. Paul Alo-Emile 275004. Paul Gabrillagues 8017115. Alexandre Flanquart 7315216. Charlie Francoz 4811107. Steevy Cerqueira 7013308. Willem Alberts 8013509. Arthur Coville 5372010. Morne Steyn 5332011. Marvin O'Connor 8071012. Jonathan Danty 80121213. Waisea Nayacalevu 80111114. Julien Arias 8061215. Tony Ensor 8002016. Maxime Gau 2741017. Siegfried Fisi'ihoi 4032018. Mathieu De Giovanni 2650019. Bakary Meite 731020. Charl McLeod 2720021. Jules Plisson 2730022. Jimmy Yobo 000023. Lorenzo Cittadini 53900"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318061","Castres","Clermont Auvergne","29 - 23","KO: 01 Oct 2017 15:50","Clermont AuvergneMinutes PlayedTacklesMissed TacklesTurnovers Won1. Etienne Falgoux603002. John Ulugia607013. Davit Zirakashvili673104. Sitaleki Timani535005. Sebastien Vahaamahina808006. Camille Gerondeau536007. Viktor Kolelishvili657118. Peceli Yato737109. Greig Laidlaw8061110. Patricio Fernandez6720011. Remy Grosso8040012. Rémi Lamerat5960013. Peter Betham8072014. Nick Abendanon8040015. Scott Spedding8010016. Yohan Beheregaray1740017. Beqa Kakabadze2050018. Flip van der Merwe1740119. Otar Giorgadze1531020. Charlie Cassang1320021. Atila Septar2100022. Fritz Lee1720123. Aaron Jarvis13100"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318014","Oyonnax","Toulouse","23 - 23","KO: 26 Aug 2017 14:10","ToulouseMinutes PlayedTacklesMissed TacklesTurnovers Won1. Clement Castets417202. Leonardo Ghiraldini5410003. Charlie Faumuina446004. Piula Faasalele8013015. Joe Tekori5610106. Carl Axtens6810017. Louis-Benoit Madaule8013218. Talalelei Gray5214009. Sébastien Bézy8020010. Zack Holmes80102111. Maxime Medard8031112. Yann David80110013. Paul Perez6161114. Cheslin Kolbe8060015. Thomas Ramos8011016. David Roumieu2630017. Rodrigue Neti3931018. Florian Verhaeghe2460119. François Cros1200020. Semi Kunatani2840021. Jarrod Poi900022. Tristan Tedder000023. Dorian Aldegheri36110"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318083","La Rochelle","Toulouse","37 - 21","KO: 29 Oct 2017 15:50","ToulouseMinutes PlayedTacklesMissed TacklesTurnovers Won1. Lucas Pointud626202. Julien Marchand538113. Dorian Aldegheri543504. Piula Faasalele8011215. Yoann Maestri8012106. Joe Tekori537007. Louis-Benoit Madaule705208. Talalelei Gray689319. Antoine Dupont8080010. Zack Holmes6081111. Yoann Huget8010012. Gael Fickou8032013. Florian Fritz5721014. Cheslin Kolbe7034215. Thomas Ramos8050016. David Roumieu2721017. Danie Mienie1810018. Florian Verhaeghe1230019. Gillian Galan2710020. Sébastien Bézy2060021. Yann David2301022. Sofiane Guitoune000023. Maks van Dyk26100"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318027","Clermont Auvergne","Toulon","21 - 16","KO: 03 Sep 2017 15:50","ToulonMinutes PlayedTacklesMissed TacklesTurnovers Won1. Florian Fresia5512002. Anthony Etrillard558113. Marcel Van der Merwe558114. Swan Rebbadj8013115. Romain Taofifenua535026. Mamuka Gorgodze8011107. Facundo Isa808318. Samu Manoa8013109. Sebastien Tillous-Borde5432010. Anthony Belleau8051111. Vincent Clerc8043012. Ma'a Nonu7051013. Mathieu Bastareaud6641114. Chris Ashton8064215. Edoardo Padovani5413016. Guilhem Guirado2510017. Xavier Chiocci2500018. Jocelino Suta1720019. Rudy Gahetau000020. Francois Trinh-Duc1400021. JP Pietersen2600022. Anthony Meric2610023. Levan Chilachava25200"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318077","Toulouse","Clermont Auvergne","28 - 18","KO: 08 Oct 2017 20:00","Clermont AuvergneMinutes PlayedTacklesMissed TacklesTurnovers Won1. Etienne Falgoux 635102. Yohan Beheregaray 508203. Davit Zirakashvili 396204. Flip van der Merwe 637005. Sebastien Vahaamahina 806126. Judicael Cancoriet 8013107. Alexandre Lapandry 8010118. Fritz Lee 553219. Morgan Parra 5661010. Camille Lopez 8052111. Remy Grosso 8020012. Damian Penaud 6822013. Aurelien Rougerie 5033014. David Strettle 8010015. Scott Spedding 8020016. Benjamin Kayser 3020017. Beqa Kakabadze 1730018. Paul Jedrasiak 1700019. Peceli Yato 1500020. Greig Laidlaw 2410021. Atila Septar 1210122. Peter Betham 3000023. Rabah Slimani 41400"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318035","Oyonnax","Agen","12 - 10","KO: 09 Sep 2017 17:00","AgenMinutes PlayedTacklesMissed TacklesTurnovers Won1. Morgan Phelipponneau 486102. Paula Ngauamo 799203. Arthur Joly 617104. Leandro Cedaro 463005. Mickael De Marco 7016116. Yoan Tanga 8010007. Antoine Erbani 806008. Akapusi Qera 534009. Paul Abadie 5841010. Ignacio Mieres 5864011. Vilikisa Salawa 8052112. Tamaz Mchedlidze 80111113. Julien Heriteau 8092014. Filipo Nakosi 8022015. Loris Tolot 8041016. Loick Jammes 100017. Giorgi Tetrashvili 32100018. Tom Murday 3441019. Antoine Miquel 2781020. Ricky Januarie 2241021. Jake McIntyre 2240022. Alban Conduche 000023. Vakhtangi Akhobadze 19500"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318015","Stade Francais","Lyon","16 - 25","KO: 26 Aug 2017 17:00","LyonMinutes PlayedTacklesMissed TacklesTurnovers Won1. Alexandre Menini 466102. Mickael Ivaldi 5911003. Francisco Gomez Kodela 4610004. Felix Lambey 6516105. Francois van der Merwe 526306. Dylan Cretin 809117. Liam Gill 8013118. Carl Fearns 805319. Baptiste Couilloud 8050010. Lionel Beauxis 6011111. Alexis Palisson 7832012. Thibault Regard 79143213. Rudi Wulf 5571114. Toby Arnold 8043015. Jean-Marcellin Buttin 8030016. Virgile Lacombe 2141017. Albertus Buckle 3450118. Hendrik Roodt 2810119. Taiasina Tuifua 1510020. Frederic Michalak 2001021. Hemani Paea 2510022. Theo Belan 200023. Clement Ric 34100"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318075","Oyonnax","Pau","16 - 19","KO: 07 Oct 2017 17:45","PauMinutes PlayedTacklesMissed TacklesTurnovers Won1. Thomas Domingo 4914102. Quentin Lespiaucq 6311303. Malik Hamadache 533204. Fabrice Metz 5710105. Daniel Ramsay 8014126. Pierrick Gunther 808107. Paddy Butler 527018. Steffon Armitage 806129. Thibault Daubagna 6783010. Tom Taylor 8092011. Watisoni Votu 6010012. Jale Vatubua 8073013. Conrad Smith 8052014. Bastien Pourailly 8032015. Charly Malie 4900016. Lucas Rey 1730017. Jamie Mackintosh 3113018. Dave Foley 2330019. Sean Dougall 2810220. Julien Tomas 1300021. Colin Slade 2110022. Julien Fumat 2012023. Lourens Adriaanse 27100"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318045","Pau","Castres","28 - 13","KO: 16 Sep 2017 17:00","CastresMinutes PlayedTacklesMissed TacklesTurnovers Won1. Antoine Tichit 595102. Jody Jenneker 6811103. Daniel Kotze 635104. Thibault Lassalle 806005. Loic Jacquet 566106. Mathieu Babillot 8011217. Anthony Jelonch 808008. Alex Tulou 517009. Ludovic Radosavljevic 5451010. Benjamin Urdapilleta 8030011. Taylor Paris 8020112. Afusipa Taumoepeau 5950013. Thomas Combezou 7040014. Armand Batlle 8080015. Julien Dumora 6830016. Kevin Firmin 1240017. Mihaita Lazar 2100018. Alexandre Bias 2420019. Steve Mafi 2961120. Rory Kockott 2620021. Yohan Le Bourhis 1200022. Robert Ebersohn 2110023. Yohann Montes 17000"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318044","Montpellier","Toulon","43 - 20","KO: 17 Sep 2017 15:50","ToulonMinutes PlayedTacklesMissed TacklesTurnovers Won1. Florian Fresia 649002. Guilhem Guirado 6410003. Levan Chilachava 333104. Mamuka Gorgodze 706015. Romain Taofifenua 585206. Jean Monribot 8011307. Juan Martin Fernandez Lobbe 546118. Facundo Isa 807119. Eric Escande 8062010. Francois Trinh-Duc 6762011. Chris Ashton 8020012. Ma'a Nonu 5940113. JP Pietersen 5521014. Josua Tuisova 8050215. Hugo Bonneval 8030016. Anthony Etrillard 1610017. Laurent DelBoulbes 1630018. Swan Rebbadj 2663019. Samu Manoa 2230020. Anthony Belleau 2532021. Edoardo Padovani 2100022. Anthony Meric 1311023. Marcel Van der Merwe 47400"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318026","null","null","null","null",""
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318031","Bordeaux Begles","Stade Francais","30 - 10","KO: 09 Sep 2017 17:00","Stade FrancaisMinutes PlayedTacklesMissed TacklesTurnovers Won1. Zurabi Zhvania 491002. Maxime Gau 588103. Paul Alo-Emile 505114. Paul Gabrillagues 8011005. Alexandre Flanquart 809106. Antoine Burban 4811017. Sylvain Nicolas 609008. Willem Alberts 7813009. Charl McLeod 5830010. Morne Steyn 8052011. Julien Arias 8050012. Theo Millet 5850013. Waisea Nayacalevu 8092314. Romain Martial 7051015. Tony Ensor 8000016. Craig Burden 2240017. Gurthro Steenkamp 3151018. Hugh Pyle 2020019. Sekou Macalou 3260120. Clement Daguin 2231021. Shane Geraghty 2210022. Marvin O'Connor 1021023. Lorenzo Cittadini 24400"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318062","Montpellier","Brive","54 - 10","KO: 01 Oct 2017 11:30","BriveMinutes PlayedTacklesMissed TacklesTurnovers Won1. Naama Leleimalefaga 484102. Mike Tadjer 481003. James Johnston 481004. Jan Uys 809205. Peet Marais 702006. Said Hireche 596007. Etienne Herjean 803108. Julien Ledevedec 804209. Samuel Marques 5411010. Enzo Herve 6440011. Nadir Megdoud 8071012. Poutasi Luafutu 6490013. Felix Le Bourhis 8053014. Takudzwa Ngwenya 8020015. Benjamin Lapeyre 8011016. Thomas Acquier 3212017. Vivien Devisme 3220018. Sila Puafisi 000019. Retief Marais 3131120. David Delarue 2650021. Matthieu Ugalde 1640022. Arnaud Mignardi 1600023. Soso Bekoshvili 32100"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318047","Toulouse","Stade Francais","53 - 17","KO: 16 Sep 2017 13:45","Stade FrancaisMinutes PlayedTacklesMissed TacklesTurnovers Won1. Gurthro Steenkamp 4511102. Craig Burden 457103. Lorenzo Cittadini 459204. Steevy Cerqueira 8011405. Alexandre Flanquart 459006. Antoine Burban 5812217. Bakary Meite 716308. Sekou Macalou 7010119. Clement Daguin 2821010. Jules Plisson 8076011. Marvin O'Connor 8001012. Theo Millet 80140113. Jimmy Yobo 71130114. Julien Arias 8054015. Romain Martial 8020016. Lucas Da Silva 3540117. Siegfried Fisi'ihoi 3531118. Paul Gabrillagues 3550019. Mathieu De Giovanni 2260120. Terry Bouhraoua 5241121. Mathieu Ugena 930022. Morne Steyn 900023. Paul Alo-Emile 35500"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318012","Brive","La Rochelle","10 - 19","KO: 26 Aug 2017 17:00","La RochelleMinutes PlayedTacklesMissed TacklesTurnovers Won1. Dany Priso 495102. Hikairo Forbes 493003. Lekso Kaulashvili 676014. Romain Sazy 5015015. William Demotte 402006. Levani Botia 809437. Zeno Kieft 733208. Victor Vito 8011029. Jean Victor Goillot 4911010. Jeremy Sinzelle 7061111. Elliot Roudil 4900012. Pierre Aguillon 80101013. Geoffrey Doumayrou 6352214. Gabriel Lacroix 8071015. Arthur Retiere 8030216. Jeremie Maurouard 3120017. Mike Corbel 3130018. Jone Qovu Nailiko 2330019. Mathieu Tanguy 4040020. Alexis Bales 3130021. Brock James 3120122. Paul Jordaan 2711023. Luc Mousset 13201"
"Match page >","http://opta.mc.cloud.opta.net/sportscentre/index.html?page=match&mc=RugbyProPortal&season=2018&competition=203&match=318022","Castres","Bordeaux Begles","33 - 19","KO: 02 Sep 2017 17:45","Bordeaux BeglesMinutes PlayedTacklesMissed TacklesTurnovers Won1. Sebastien Taofifenua 516012. Adrien Pelissie 519203. Vadim Cobilas 517104. Luke Jones 6410115. Jandré Marais 805126. Mahamadou Diaby 8013207. Marco Tauleigne 183008. Leroy Houston 806009. Yann Lesgourgues 5151010. Simon Hickey 5192011. Neville Edwards 7032012. Apisai Naqalevu 8045013. Jean-Baptiste Dubie 8045114. Nans Ducuing 8070015. Darly Domvo 7211016. Clement Maynadier 2910017. Jefferson Poirot 2940018. Cyril Cazeaux 1020019. Loann Goujon 6271020. Baptiste Serin 2930021. Tiaan Schoeman 2901022. Jean Pascal Barraque 800023. Peni Ravai 29311"
